"Statewide Allocation Detail"
"August 2019 - August 2023"
"Report Date: 09/28/2023 19:14 PM",
"Municipality","Establishment","License Number","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","Net Terminal Income","NTI Tax","State Share","Municipality Share",
"Alton","Alton Truck Stop LLC","140702039","6","37528120.2600","34387609.6600","3140510.6000","11339977.0000","8199443.0000","3140534.0000","1063583.3600","906556.5200","157026.8400",
"Alton","BLUFF CITY GRILL, LLC","160703352","6","6340913.5600","5823719.7200","517193.8400","2124456.0000","1607257.1600","517198.8400","174904.6200","149044.6600","25859.9600",
"Alton","Bubby & Sissy's, Inc.","130705548","4","3980616.5200","3709184.3600","271432.1600","1142682.0000","871249.8300","271432.1700","91974.2200","78402.5300","13571.6900",
"Alton","CATDADDY'S, INC.","140701301","6","6070444.3300","5571274.9300","499169.4000","1857770.0000","1358599.6600","499170.3400","168991.3700","144032.8400","24958.5300",
"Alton","Decaro/Smith Corporation","210701368","3","205338.2000","185002.8700","20335.3300","76840.0000","56504.5000","20335.5000","6914.2800","5897.4800","1016.8000",
"Alton","Dottie's Tavern, Inc.","190702202","5","736787.8100","679388.1500","57399.6600","235918.0000","178518.3400","57399.6600","19193.4500","16323.4600","2869.9900",
"Alton","FAST EDDIE'S BON-AIR, INC.","120700205","6","20301000.8000","18733068.8500","1567931.9500","6504343.0000","4936385.6500","1567957.3500","530833.2800","452435.4300","78397.8500",
"Alton","Fork Restaurant Group Alton, LLC","160702781","6","27727618.6400","25321735.7700","2405882.8700","8777046.0000","6371063.8300","2405982.1700","814924.7700","694625.6100","120299.1600",
"Alton","Four Siblings, LLC","120700641","6","13275155.0200","12191556.4300","1083598.5900","3941752.0000","2858153.2000","1083598.8000","367235.6600","313055.7300","54179.9300",
"Alton","Heaterz LLC","220701072","6","639458.9600","593707.4100","45751.5500","223722.0000","177970.4500","45751.5500","15555.5800","13268.0000","2287.5800",
"Alton","Jazz Like Blues LLC","200701838","6","2451759.7600","2247183.1600","204576.6000","815542.0000","610965.4000","204576.6000","69556.0600","59327.2200","10228.8400",
"Alton","Johnson's Corner, Inc.","120704189","4","5319911.1100","4878230.5100","441680.6000","1732474.0000","1290773.4000","441700.6000","149653.5700","127568.4600","22085.1100",
"Alton","Kopp's Korner, Inc.","120708462","5","4957135.8500","4494452.6000","462683.2500","1467498.0000","1004814.6800","462683.3200","156675.3100","133541.0300","23134.2800",
"Alton","Lucy's Place, LLC","130700816","6","38484065.9200","34951089.3200","3532976.6000","11735959.0000","8202863.4500","3533095.5500","1195682.8000","1019027.9300","176654.8700",
"Alton","Marlana Clemons","150700415","6","3254247.7400","2995300.3000","258947.4400","1133369.0000","874420.8400","258948.1600","87397.9600","74450.4600","12947.5000",
"Alton","Melvey's Place Inc.","170703744","6","4016488.2500","3691111.8100","325376.4400","1447124.0000","1121747.5600","325376.4400","110139.7400","93870.9300","16268.8100",
"Alton","Milton Place Inc.","160700761","6","28726570.5800","26212415.2900","2514155.2900","9165786.0000","6650608.5600","2515177.4400","852219.1600","726460.2600","125758.9000",
"Alton","NEELKANTH INC.","150702149","6","5845950.9600","5321668.2300","524282.7300","1896318.0000","1372035.1900","524282.8100","177733.8400","151519.7100","26214.1300",
"Alton","NEW D.J.'S BAR & GRILL, INCORPORATED","120700651","6","23402094.1900","21361618.2100","2040475.9800","6968998.0000","4928521.9600","2040476.0400","690795.2100","588771.3000","102023.9100",
"Alton","NICKLESHOOTERS, INC.","140700988","6","6267299.1700","5724099.2500","543199.9200","2129032.0000","1585771.7400","543260.2600","183680.4300","156517.3700","27163.0600",
"Alton","No Losers Corp.","190701009","6","16966967.1200","15601452.5300","1365514.5900","5204309.0000","3838728.6600","1365580.3400","463990.7300","395711.6200","68279.1100",
"Alton","Norb's Tavern, Inc.","120704520","6","18830337.4200","17238485.6000","1591851.8200","5868634.0000","4276735.7800","1591898.2200","539024.1600","459429.1600","79595.0000",
"Alton","Nu Bowl Lanes, Inc.","120701464","6","22333343.3200","20486562.6500","1846780.6700","6461424.0000","4614593.6100","1846830.3900","625110.4700","532768.9000","92341.5700",
"Alton","Pearl Market, Inc.","220701940","6","2799977.3000","2534501.7800","265475.5200","1003504.0000","738028.3400","265475.6600","90261.8600","76988.0500","13273.8100",
"Alton","Pete's Lounge, Inc.","120706274","6","23996264.4600","21965012.6500","2031251.8100","7443708.0000","5412440.8700","2031267.1300","688256.1500","586692.7600","101563.3900",
"Alton","PMT Management, Inc.","190703534","4","5042657.8500","4692621.0200","350036.8300","1730083.0000","1380046.1700","350036.8300","119010.9100","101509.0600","17501.8500",
"Alton","POP's SALOON, INC.","140704215","3","4732946.5900","4395557.1800","337389.4100","1384911.0000","1047521.5900","337389.4100","114047.9500","97178.3900","16869.5600",
"Alton","Reggie's Place, Inc.","160702221","6","8131202.9500","7472981.4500","658221.5000","2757610.0000","2099387.8100","658222.1900","222921.0100","190009.9000","32911.1100",
"Alton","Riverbend Billiards & Grill, Inc.","120700230","5","172813.0400","165536.4800","7276.5600","55146.0000","47869.5000","7276.5000","2401.2600","2037.4300","363.8300",
"Alton","RW EVEANS, LLC","140700062","6","2863889.3500","2650177.5400","213711.8100","831766.0000","618054.1900","213711.8100","71385.7800","60700.2400","10685.5400",
"Alton","SANTINO'S STEAK AND PASTA HOUSE, INC.","190704027","5","635932.9200","567878.4200","68054.5000","227970.0000","159914.9600","68055.0400","23138.7800","19736.0300","3402.7500",
"Alton","Sapana Inc.","220701468","6","1706070.0000","1569318.0100","136751.9900","554781.0000","418029.0100","136751.9900","46495.6600","39658.0700","6837.5900",
"Alton","Slottys Alton Inc.","190700327","6","23441311.6800","21591208.3500","1850103.3300","6902886.0000","5052762.6200","1850123.3800","628042.5300","535536.3000","92506.2300",
"Alton","Spaulding Club Association","120713091","5","676143.2600","631373.5500","44769.7100","254760.0000","209990.2900","44769.7100","14792.2400","12553.7500","2238.4900",
"Alton","Sports Tap, LLC","210700723","6","7921870.4000","7278404.9700","643465.4300","2814996.0000","2171530.4400","643465.5600","218778.1500","186604.8800","32173.2700",
"Alton","Stampede Market & Grill LLC","210703754","6","1884891.6900","1741215.2700","143676.4200","702284.0000","558607.5300","143676.4700","48849.9200","41666.0900","7183.8300",
"Alton","The Conservatory, LLC","220700186","3","216981.0700","198837.1500","18143.9200","95714.0000","77569.9000","18144.1000","6168.9800","5261.7900","907.1900",
"Alton","The Warehouse Bar & Grille LLC","180701313","4","461751.6200","424153.6200","37598.0000","148849.0000","111251.0400","37597.9600","12407.2500","10527.3700","1879.8800",
"Alton","Tony's West Ninth Inc.","200700003","3","951304.8000","877723.6200","73581.1800","385187.0000","311602.5000","73584.5000","25018.9000","21339.6200","3679.2800",
"Alton","Town Club of Alton, Inc.","120701189","6","8147851.7700","7452089.9800","695761.7900","2335959.0000","1640197.2100","695761.7900","235094.9900","200306.8400","34788.1500",
"Alton","Van Lenhardt, Incorporated","130706097","6","18413459.5900","16855514.4300","1557945.1600","6475820.0000","4917725.1700","1558094.8300","527881.2200","449976.4800","77904.7400",
"Alton","Van Lenhardt, Incorporated","200702976","6","8527491.0200","7784058.4400","743432.5800","2877986.0000","2134553.4200","743432.5800","252767.8900","215596.1700","37171.7200",
"Alton","VVH Golf Management, LLC","140700081","4","8508.6000","7738.6500","769.9500","3150.0000","2380.0500","769.9500","254.0600","215.5700","38.4900",
"Altona","As Lake, Inc.","200702457","6","5061381.7900","4665245.2400","396136.5500","1634542.0000","1238405.3500","396136.6500","134686.6700","114879.7800","19806.8900",
"Altona","KBNT, INC.","140704094","5","1431880.9000","1333374.7100","98506.1900","417925.0000","319416.0100","98508.9900","32507.9500","27582.5000","4925.4500",
"Altona","VIP Gas LLC","200700812","5","3638860.5600","3345951.3100","292909.2500","1101009.0000","808079.7500","292929.2500","99596.4500","84949.9500","14646.5000",
"Amboy","Amboy Long Branch, LTD.","200701720","4","1500570.9800","1383682.3500","116888.6300","443090.0000","326201.3700","116888.6300","39742.2900","33897.8400","5844.4500",
"Amboy","DABAR, INC.","120703716","6","19319626.5600","17567976.2100","1751650.3500","6365000.0000","4613209.4500","1751790.5500","593741.1400","506151.5400","87589.6000",
"Amboy","JP FAMILY, INC.","130701415","5","3773631.6100","3452947.9800","320683.6300","1204085.0000","883381.3700","320703.6300","108418.9800","92383.7500","16035.2300",
"Amboy","LIPS CHRISTOFFERSEN, INC","120706073","6","12047931.8400","10920199.0100","1127732.8300","4331807.0000","3204033.8800","1127773.1200","382438.8500","326050.1100","56388.7400",
"Amboy","Maria's Pizza of Amboy Inc.","140700730","5","2453773.5600","2230729.6300","223043.9300","673729.0000","450680.8400","223048.1600","75510.1700","64357.7000","11152.4700",
"Amboy","Sefer Selmani ","130704641","6","4193660.0000","3841977.7800","351682.2200","1247581.0000","895872.7300","351708.2700","118428.0600","100842.5800","17585.4800",
"Amboy","TWO SISTERS ON MAIN, LLC","160701174","6","20560869.9400","18779241.6400","1781628.3000","6134293.0000","4352602.4000","1781690.6000","603565.6600","514481.1000","89084.5600",
"Andalusia","Luebbe's, LLC","220700652","4","584675.2100","539122.6400","45552.5700","181781.0000","136228.4300","45552.5700","15488.0900","13210.4200","2277.6700",
"Andalusia","Madel LLC","200701534","6","3016518.5400","2763488.2400","253030.3000","1000917.0000","747805.9100","253111.0900","86057.9200","73402.3600","12655.5600",
"Andalusia","Pathibhara LLC","230700154","5","55181.9000","51553.2500","3628.6500","16236.0000","12607.3100","3628.6900","1233.7400","1052.3100","181.4300",
"Andalusia","SGM SPORTS BAR, INC.","140703025","4","5362233.0300","4860760.5700","501472.4600","1531273.0000","1029800.1700","501472.8300","169821.6100","144747.8800","25073.7300",
"Andover","Nuttyprises, LLC","180702972","6","14585428.1100","13410669.3500","1174758.7600","4414924.0000","3240136.6900","1174787.3100","398250.7300","339511.3300","58739.4000",
"Anna","Anna Lodge No. 1346, Loyal Order of Moose","120807292","6","4199811.6900","3857506.3000","342305.3900","1242097.0000","899791.2700","342305.7300","115961.7600","98846.4400","17115.3200",
"Anna","Anna-Jonesboro, Illinois Lodge No. 1641 BPO of Elks of the USA","120805216","6","13131324.5100","12253205.1500","878119.3600","4165318.0000","3287196.5400","878121.4600","297337.0700","253430.8800","43906.1900",
"Anna","Bob's Tavern, Inc. ","120707910","6","10906866.9600","10036168.0200","870698.9400","3105838.0000","2235055.5200","870782.4800","294052.6000","250513.4500","43539.1500",
"Anna","David & Kimberly Prater","130703143","5","7144916.8100","6612853.7700","532063.0400","2279221.0000","1747131.9500","532089.0500","180412.8600","153808.3200","26604.5400",
"Anna","George Anderson Investments, L.L.C.","190700134","6","9778106.0700","9011563.6200","766542.4500","2491707.0000","1725164.5500","766542.4500","259632.5000","221305.3100","38327.1900",
"Anna","J. D. Streett & Company, Inc.","170702642","6","12048721.7400","10908902.5900","1139819.1500","3588330.0000","2448500.8300","1139829.1700","385815.6000","328824.0700","56991.5300",
"Anna","KMS Enterprises LLC","220702650","6","389049.7600","350695.9000","38353.8600","144884.0000","106530.1400","38353.8600","13040.3500","11122.6400","1917.7100",
"Anna","Lou A Boswell","120704945","5","2647264.8400","2454861.8000","192403.0400","707516.0000","515112.9600","192403.0400","64836.8700","55216.7100","9620.1600",
"Anna","Lynn Stoner","170702932","5","4634433.6200","4262598.5600","371835.0600","1360556.0000","988720.6400","371835.3600","126010.3800","107418.6100","18591.7700",
"Anna","Money Mullins Place LLC","220700565","6","3945667.9600","3577593.1900","368074.7700","1276683.0000","908573.4100","368109.5900","125157.4300","106751.9200","18405.5100",
"Anna","Ninkasi Beverage Group LLC","190702428","5","5619288.1100","5088613.1500","530674.9600","1528421.0000","997745.9200","530675.0800","180350.8700","153817.0800","26533.7900",
"Anna","OM KRISHNA LLC","180704387","6","13454346.3000","12230410.6100","1223935.6900","3681295.0000","2457321.2700","1223973.7300","416007.0200","354808.2500","61198.7700",
"Anna","Rhodes Convenience Stores, Inc.","190701683","6","23994594.0300","21982542.0800","2012051.9500","7021867.0000","5009815.0500","2012051.9500","682794.9200","582192.2900","100602.6300",
"Anna","Sure Shot Billiards LLC","220701293","6","383925.0100","356761.1000","27163.9100","129460.0000","102296.0900","27163.9100","9235.7900","7877.6100","1358.1800",
"Anna","T.D. Gaming L.L.C. Lucky Lady Anna","180701451","6","21019104.2700","19274217.4400","1744886.8300","6475401.0000","4730506.0200","1744894.9800","591006.1300","503761.3100","87244.8200",
"Anna","ZARZ, INC.","130705305","3","186596.9000","170119.9800","16476.9200","42579.0000","26102.0800","16476.9200","5437.2600","4613.4200","823.8400",
"Annawan","Christopher Vandersnick","120710708","6","12773415.1200","11727295.3100","1046119.8100","4526364.0000","3480214.9900","1046149.0100","354706.2000","302398.7100","52307.4900",
"Annawan","Expresslane, Inc.","131002303","5","16114943.5400","14772321.4900","1342622.0500","5128374.0000","3785749.4600","1342624.5400","453864.5200","386733.2700","67131.2500",
"Annawan","JASWAL PETROLEUM INC.","220703380","4","88642.0800","79651.8400","8990.2400","33224.0000","24233.7600","8990.2400","3056.7100","2607.1900","449.5200",
"Annawan","Mick's Place, Inc.","150702322","5","647770.8000","592680.9600","55089.8400","207128.0000","152037.8100","55090.1900","18196.2100","15441.7200","2754.4900",
"Annawan","Rakestraw Enterprises, LLC","180702425","6","3545147.7100","3253904.6000","291243.1100","1174910.0000","883667.0900","291242.9100","98208.3400","83646.1600","14562.1800",
"Annawan","Sagar Patel, LLC","210702065","5","843430.5200","774297.9400","69132.5800","281838.0000","212705.3700","69132.6300","23505.3700","20048.7100","3456.6600",
"Annawan","WE MICKS A LOT LLC","220701051","5","593500.7700","535322.9500","58177.8200","220593.0000","162415.1800","58177.8200","19780.6400","16871.7300","2908.9100",
"Antioch","ANG RESTAURANT, INC.","150700666","6","20817586.7200","19101189.9400","1716396.7800","7386967.0000","5670570.2200","1716396.7800","581195.4900","495375.5800","85819.9100",
"Antioch","ANTIOCH LANES LLC","170703603","6","4626137.5300","4228368.5500","397768.9800","1619414.0000","1221644.3400","397769.6600","134576.8200","114688.2300","19888.5900",
"Antioch","Antioch Liquor Mart, Inc.","220701027","6","872811.6800","792950.7100","79860.9700","290143.0000","210282.0300","79860.9700","27152.9300","23159.8500","3993.0800",
"Antioch","Bezak Enterprises, Inc.","130706457","6","17899448.3900","16375624.1700","1523824.2200","6386596.0000","4862753.2800","1523842.7200","516333.0500","440140.8500","76192.2000",
"Antioch","Blackhawk Restaurant Group, LLC Series ACAntioch","130702441","6","66540952.9000","61428918.8300","5112034.0700","19932843.0000","14820752.7000","5112090.3000","1731609.6200","1476005.0000","255604.6200",
"Antioch","Casa Ruiz Inc.","220701437","4","201117.8900","184287.5100","16830.3800","70360.0000","53529.4200","16830.5800","5722.5400","4881.0000","841.5400",
"Antioch","CORNICIONES, LLC","190704192","6","3806553.7000","3487689.8000","318863.9000","1311039.0000","992135.1000","318903.9000","108427.9100","92482.6100","15945.3000",
"Antioch","CUHLIFE LLC ANTIOCH","180703730","6","47056692.1800","42715242.0900","4341450.0900","16841546.0000","12500095.9100","4341450.0900","1471570.4300","1254497.8400","217072.5900",
"Antioch","Drivetime Indoor Golf LLC","220703736","6","37862.0400","33197.1500","4664.8900","14845.0000","10180.1100","4664.8900","1586.1000","1352.8500","233.2500",
"Antioch","DSD Family, Inc.","170700794","6","33327141.8100","30448079.0700","2879062.7400","10999690.0000","8120627.2600","2879062.7400","974611.4500","830658.1900","143953.2600",
"Antioch","GAILBERT, INC.","180701092","5","7032273.0300","6412585.4300","619687.6000","2550764.0000","1931076.4000","619687.6000","208989.6200","178005.1500","30984.4700",
